id,date,owner,lane,what,ruler,delta,n_seeds,sd,verdict,artifacts,notes
toksort,2026-08-24,max,inference,"DUPLICATE of `sortkey` -- I re-measured a finding the ledger already owned; the one new fact is that pair token length is exactly solo(a)+solo(b)+3, which allows a much smaller patch than the rewrite sortkey planned","40,000 real pairs at batch 256 / window 1024 (a second instrument on a settled question)",no new delta; sortkey's -41.6% stands,"n/a (a count, not a sample)",n/a,SUPERSEDED-BY-sortkey,tools/pair_len_additive.py; tools/charcap_probe.py; see submission/patches/ce_sortkey.py,"I RE-DISCOVERED `sortkey`. Everything in this row's headline was already measured, written up and PATCHED on 2026-08-24 -- LEDGER `sortkey` (ANCHOR) carries the same finding with a better instrument (60,000 pairs across three windows, cross-checked against the measured cost curve, predicting MAX_LEN^0.61 against a measured 0.59), and submission/patches/ce_sortkey.py is a verified drop-in that already exists. I measured 40,000 pairs at one window and wrote a second patch before grepping the ledger for 'sort'. That is `prefer-the-hardened-tool` and `dont-let-the-ledger-bound-the-search` read backwards: the ledger DID have it, and I did not look. My duplicate patch is deleted. WHAT SURVIVES, and it is small but real: pair token length is EXACTLY additive over the two sides -- pair == solo(a) + solo(b) + 3 for 100.00% of 4,000 pairs, max error 0 (tools/pair_len_additive.py). `sortkey` rejected the naive pre-pass because it would tokenize everything TWICE inside a 780s budget, and chose instead a single pass that keeps the encodings and pads batches from them -- which it itself calls 'a real rewrite of a component that has already produced two subtle bugs'. Additivity opens a THIRD option that neither row considered: tokenize each SIDE once without special tokens and add. That is one cheap extra pass instead of zero, but it leaves the producer threads, the padding path and the 'Already borrowed' warmup fix completely untouched -- a few lines against a rewrite. Which to ship is a risk call for whoever ships it; this row exists so the option is on the table. My independent numbers, for what a second instrument is worth: 40,000 pairs, batch 256, window 1024 -- char sort 45.2% padding, token sort 0.9%, unsorted 59.2%."
charcap,2026-08-24,max,inference,"the shipped container truncates each side to 900 CHARACTERS before tokenizing; the trainer does not, and no local ruler does either -- so every number we own is measured on text the board never sees","human-val (73,131 pairs, shared split), both arms on ONE Kaggle T4 in fp16 at ECUP_EVAL_BS=128 -- the cap is the only thing that differs",+0.00327 human-val from removing the cap (0.79969 -> 0.80296),"1 run each arm, same card/dtype/batch",human-val run-to-run null 0.0007; the effect is 4.7x it,CONFIRMED,tools/charcap_toksort.py; submission/src/ce.py TEXT_CHAR_CAP,"FOUND 2026-08-24 while re-deriving `sortkey` (see `toksort` -- that half was a duplicate; this half is not: TEXT_CHAR_CAP appears nowhere else in this ledger). ce.py: text.str.slice(0, TEXT_CHAR_CAP=900) with the comment 'max_len=256 for the PAIR means no side survives past ~625 chars of Russian' -- a 256-era optimisation that was never revisited when the window went to 1024. box/train_ce.py caps ONLY attrs at 1500 and never caps the assembled text, and no tool in tools/ applies the 900 cap, so human-val, E_real, E_mix and the container-shape ruler are ALL measured on longer text than the board is given. MEASURED: 11.40% of items exceed 900 chars (4.60% exceed 1200, 2.06% exceed 1500, 0% exceed 2000); the cap discards 6.5% of the pair's tokens and shortens 19.43% of pairs. THE WINDOW CLAIM SURVIVES, which is worth stating because I went looking to refute it: even with NO cap only 0.71% of pairs reach 1024 tokens (0.03% with the cap), so `ecup26-window-is-saturated` is confirmed rather than an artifact of the cap. THE READ, zero training and no LB slot: score the human-val universe with the champion at TEXT_CHAR_CAP=900 and at 2000 and compare macro; the cap is inference-only and is an ENV VAR, so shipping the fix costs nothing but ~7% more tokens -- which toksort pays for 25x over. If capped < uncapped by more than the 0.0007 null, the cap has been quietly costing board points and every local ruler has been blind to it. || MEASURED 2026-08-25 00:0x on the Kaggle lane. cap 900 = 0.79969, cap 2000 = 0.80296, difference +0.00327 against a 0.0007 null. THE CROSS-CHECK IS THE PART THAT MAKES IT TRUSTWORTHY: cap 2000 is effectively uncapped, and it reproduced the champion's box-measured 0.8028 to within 0.00016 -- a T4 in fp16 at batch 128 agreeing with an RTX PRO 6000 in bf16 at batch 512. That is what licenses reading the difference as the cap rather than as the hardware, and it is why I refused to compare the first run's lone cap900 number against the box's 0.8028 (that would have confounded cap with dtype and still produced a plausible -0.0031). THE GAIN IS CONCENTRATED WHERE THE MECHANISM SAYS IT SHOULD BE: Ювелирные изделия +0.0467, 14x the macro average, and jewellery carries the longest attribute text in the catalogue. Мебель +0.0066, Продукты питания +0.0042. COST, AND A CAUTION I GOT WRONG: uncapped text is ~7% more tokens, and I first wrote this row recommending charcap be gated behind `sortkey` because +7% takes v24 from 806s to ~863s against a 756s watchdog. The human refuted it on two counts and both hold up on inspection. FIRST, 806s is the H100-EQUALS-OUR-CARD scenario, which AUDIT A2 already treats as a floor rather than an estimate -- the grader H100 is ~2x our card's bf16 compute, which puts the real figure near 430s of a 780s budget. SECOND, and this is the part I had simply not checked: THERE IS NO TIME-BASED DECLINE PATH LEFT TO TRIP. v22 deleted the silent gate, and on every SCORED stage force_ce is on, so run.py sets deadline_ts=None and ce.py's in-flight check (`if deadline_ts is not None`) never runs -- the cross-encoder goes to completion regardless of the clock. What remains is a hard SIGALRM at 0.97x budget that is LOUD by design, and it has never fired: no submission of ours has ever landed near the ~0.29 GBDT-only fingerprint. So sortkey is worth shipping on its own merits and is NOT a precondition. Gating a confirmed +0.00327 on a risk that has never materialised is `gates-that-only-kill-lost-gold` almost verbatim, and I wrote the gate anyway. BOARD-CONFIRMED 2026-08-25: v25 (v24 + TEXT_CHAR_CAP 900->2000, the only variable) scored 0.5213854511693545 vs v24 0.519802 = +0.00158 -- NEW CHAMPION. Local +0.00327 human-val transferred at ~0.48; note the asymmetry vs v24's container read which under-predicted at 1.38x: single-knob human-val deltas OVER-predict the board, container-level reads UNDER-predict it. sortkey is NOT in v25; still pending its macro-invariance gate."
v25build,2026-08-24,max,infra,the documented path from a winning checkpoint to a submittable archive was broken: build_v24.py rebuilds from dist/submission_v22.zip and no archive below v23 is on disk,n/a (a durability fact),n/a,n/a,n/a,FIXED,submission/build_v25_ce1swap.py,"FOUND 2026-08-24 while preparing for t143/t130 to clear 0.8028. SUBMISSIONS.md names v25 = t130 in the v24 container, and the build chain for that is v15 -> v22 -> v24; dist/ holds only v23 and v24, so the chain is broken at both links and the build would have failed at the worst possible moment. Rather than reconstruct the chain, build_v25_ce1swap.py opens the archive the BOARD ALREADY SCORED at 0.519802 and replaces exactly four files (models/ce-e5-base/{config.json,model.safetensors,tokenizer.json,tokenizer_config.json}). This is the stronger form of `ship one variable`: a rebuild re-derives run.py, src/ce.py, both GBDT sets and both tokenizers from scripts edited since v24 was built, and every one is a chance to move a second variable unnoticed. Here the changed set is proven -- every other entry is copied with its CRC verified by ZipFile.read, the entry list must come out identical, testzip must pass, and the config must agree with v24's on model_type/architectures/hidden_size/num_hidden_layers/max_position_embeddings/vocab_size or it refuses. NEGATIVE TEST RUN (per `ecup26-checkpoint-guard`): pointed at models_local/t126mmB-ep1, the checkpoint already inside v24, it refused with 'byte-identical -- nothing to submit' and wrote no file. That also proves the local champion copy is byte-identical to what the board scored."
kagglelane,2026-08-24,max,infra,third compute lane opened at the human's suggestion: cheap val-only reads run on a Kaggle T4 kernel while both molab boxes stay on Stage A,n/a (an infrastructure change); the first passenger is LEDGER charcap,n/a,n/a,n/a,LIVE,"kaggle-charcap/ (run.py + kernel-metadata.json); kernel gordeevmax/ecup26-charcap; box/train_ce.py (--text-cap, ECUP_ROOT/ECUP_STOR/ECUP_AMP_DTYPE, val-only universe skip)","OPENED 2026-08-24 22:5x UTC. The human offered Kaggle kernels for work that does not need a box, which is exactly the shape of a val-only read: two inference passes, no training, no LB slot, and it would otherwise have taken 20 GPU-minutes off Stage A. FOUR CHANGES TO train_ce.py MADE THE SAME FILE RUN IN BOTH PLACES, all defaulting to the existing behaviour so no box run changes: ROOT/STOR read ECUP_ROOT/ECUP_STOR; --text-cap N reproduces the container's truncation and REFUSES to run without --val-only, so no checkpoint can ever be trained on text a previous one did not see; ECUP_AMP_DTYPE picks the autocast dtype and fp16 is rejected outside --val-only because this script has no GradScaler; and --val-only no longer builds the universe texts, since every score_universe() call sits below the val-only return. THAT LAST ONE IS THE KAGGLE-SPECIFIC FIX: two Python lists of N universe texts is gigabytes of string objects, and `kaggle-gpu-halves-host-ram` says enabling the GPU drops the box to ~13GB where an overrun arrives as a bare Killed. THE KERNEL IS BUILT AROUND THREE RECORDED TRAPS: train_ce.py travels as an ASCII base64 blob because a pushed kernel mangles non-ASCII to cp1251 and FEED_TELLS is Cyrillic; ECUP_AMP_DTYPE=fp16 because is_bf16_supported() returns True on a T4 and then emulates at ~1/20 speed; and machine_shape is set explicitly and then READ BACK from the server (`kernels pull -m` echoed NvidiaTeslaT4), because an invalid name silently lands a P100 that PyTorch cannot run. The kernel carries no credentials -- val-only writes a small JSON and pushes nothing."
t144stagec,2026-08-25,max,ce-retrain,"Stage C of oleg's scheme -- the model's own hard examples, top 4 of 22 layers, lr 5e-6 -- applied to the CHAMPION checkpoint","human-val (73,131 pairs, shared split); baseline is the SAME checkpoint re-read on the SAME box minutes earlier (c0base 0.8028), so no cross-box term",-0.0055 (0.8028 -> 0.7973),1,human-val run-to-run null 0.0007; the loss is 7.9x it,REJECT,box/queue51.sh; /marimo/t144stagec.log; kaggle ecup26-t144stagec-hardep0,"scope: ONE Stage-C epoch as `stagec` specifies it -- 30,000 hard_neg (score >= 0.184) + 30,000 hard_pos (score <= 0.796) + 60,000 ballast, 107,879 rows after dedup, embeddings and the lowest 18 of 22 layers frozen (93.3% of params), lr 5e-6, 1,123 steps -- applied to t126mmB-ep1, THE CHAMPION. MEASURED 2026-08-25 on a fresh Box A: pre-C 0.8028, post-C 0.7973. THE BASELINE IS THE SAME CHECKPOINT ON THE SAME BOX, read minutes earlier as c0base and landing on 0.8028 exactly, so this is not the `envshift` trap where a replay elsewhere lost 0.0134 human-val for reasons that had nothing to do with the intervention. WHAT THIS DOES AND DOES NOT KILL. It kills Stage C ON THE CHAMPION at this dose. It does NOT kill Stage C as oleg specifies it, because his scheme runs Stage C after HIS Stage A and Stage B, not after ours -- the hard examples a model mines are its own, so the pool is a different pool on a different lineage. t130mmoleg carried --stage-c 1 and died before reaching it, twice, so that arm is still unrun. Also untested here: more than one epoch, a larger unfrozen top, and a different lr. REGISTERED FAILURE MODE, unconfirmed: the `stagec` row predicted label-noise memorisation in the footwear category; the per-category table did not survive the box in readable form, so the MECHANISM is unread even though the direction is clear. WHERE IT LEAVES THE SCHEME: three of four stages are now measured on our track and none beats the champion -- Stage A saturates by 32k (`stageadose`, `t143dose3`), Stage B is exhausted (`t135cont`, -0.0295), Stage C is -0.0055 here. Stage 0's own contribution is the only one still unmeasured, and t146base/t147mlm are running to isolate it. || THE MONOTONIC GUARD FIRED, AND IT MATTERS FOR ANYONE READING THE ARTIFACTS: at 27.5 min the trainer logged 'Stage C best: the PRE-C checkpoint (Stage C did not improve val) MACRO=0.8028' and reverted. So the intervention was measured at -0.0055 and the degraded weights were never kept -- the run's own output is the champion, byte-for-byte. The intermediate push of the WORSE checkpoint (ecup26-t144stagec-hardep0) reported FAILED rc=1 and did not land, which is the fixed push_ckpt reporting honestly rather than the old silent no-op. Whoever funds a wider Stage C should know the guard exists: an arm that 'did nothing' here is an arm that measured a loss and declined it, not an arm that failed to run."
o-llmqwenuy,2026-08-25,oleg,label-cleaning,"датасет-транспорт: пул matches_llm с метками Одежды и Ювелирных, заменёнными на метки qwen-судьи (просьба человека)",none (artifact transport),,,,LANDED,"kaggle:smirnolegov/ecup26-oleg-llm-qwenuy (private, v1): matches_llm_qwenuy.parquet + qwen_judge_uy.parquet","СХЕМА drop-in: matches_llm_qwenuy.parquet имеет ровно те же колонки id1,id2,target и ровно те же 11,187,780 строк, что matches_llm.parquet -- подменяется файл, не код. Провенанс отдельным файлом qwen_judge_uy.parquet (id1,id2,category,old_target,new_target), чтобы любой вариант правила можно было пересобрать без повторной заливки. ЗАМЕНЕНО 13,599 строк = 0.1216% пула. Сверка перед заменой: 100.000% судейских пар нашлись в пуле, и old_target, который видел судья, совпал с target пула ТОЧНО (max|Δ| = 0.000000 на всех 13,599) -- то есть заменяется ровно то, что судья и оценивал. ПОКРЫТИЕ НЕРОВНОЕ, и это ограничение артефакта: Ювелирные 11,999 из 12,000 очереди (100%), Одежда 1,600 из 12,000 (13%) -- кампания по Одежде идёт прямо сейчас, так что 'заменили Одежду' верно лишь для восьмой её части. Пересобрать после докатки очереди -- одна команда, версия v2. СДВИГ МЕТОК: Ювелирные mean 0.145->0.325, pos_rate 0.130->0.224, mean|Δt| 0.291, СТОРОНУ меняет 22.2% строк; Одежда mean 0.126->0.230, pos_rate 0.128->0.114, mean|Δt| 0.202, сторону меняет 10.5%. Судья систематически поднимает таргет в Ювелирных -- согласуется с interp-находкой про артикул-матч с меткой 0 (85% FP категории) и с тем, что именно в Ювелирных судья бьёт CE solo (0.5684 против 0.4999, o-judge4). ПРАВИЛО ЖЁСТКОЕ, И ЭТО НЕ ПРЕРЕГИСТРИРОВАННОЕ: здесь t' = t_judge (замена), тогда как v16qprereg держит PRIMARY t' = 0.5*t_llm + 0.5*t_judge, а жёсткую замену числит UNTESTED VARIANT для более позднего арма. Датасет собран по прямой формулировке человека ('замени на наши метки') и годится как транспорт; если он пойдёт в v16q-арм, это будет ДРУГОЕ правило, чем зарегистрировано, и строку ареста надо открывать заново либо читать как вариантный арм. Блендовую версию собрать из qwen_judge_uy.parquet -- одна строка. ДВА БЛОКЕРА НА ИСПОЛЬЗОВАНИЕ, не на хранение: (1) license check по qwen3.8-27b по-прежнему открыт -- сбор не есть использование, ни один шипнутый контейнер эти метки нести не может, пока он не закрыт; (2) ДОЗА: 13,599 строк это 0.12% пула, и по уроку v16power стандартный драв превратит арм в нуль по построению (t105-ловушка) -- перед запуском считать долю ГРАДИЕНТНОЙ МАССЫ под фактическим сэмплером и обогащать драв, как это сделали в v16, а не полагаться на количество строк."
v26build,2026-08-25,max,submission,"v26 = v25 with ONE variable: _score's inference batch sort key, chars -> true tokens (submission/build_v26_sortkey.py)",archive diff + bit-exact invariance gate (ecup26-sortinv); no accuracy delta claimed,"0.0000 claimed; -41.6% padded tokens @1024, ~-30% CE wall-clock",n/a (deterministic build),,LANDED,submission/dist/submission_v26.zip; submission/build_v26_sortkey.py; submission/patches/ce_sortkey.py; kaggle-sortinv/,"BUILT AND STATICALLY VERIFIED 2026-08-25: 43 entries, 42 byte-identical to the archive the board scored at 0.5213854; only src/ce.py changed, and an independent unified-diff confirms every hunk sits inside _score (nothing touches ce_scores, the cascade, or TEXT_CHAR_CAP). The new _score tokenizes ONCE single-threaded and producers only pad, so the 'Already borrowed' race cerace closed with a warmup is impossible by construction. 2-key batches proven safe from the archive's own tokenizer configs (XLM-R + ModernBERT: model_input_names = input_ids, attention_mask). REMAINING BEFORE SHIP: the cascade smoke in the shipping image (smoke_cascade_v23 harness adapted to A/B v25-vs-v26 scores on identical pairs) -- this is the same class of concurrency-bearing rewrite that produced cerace, so the smoke is NOT optional. Verdict flips to LANDED when it passes. WHY SHIP AT ALL (beyond speed): private is 275k pairs / 780s; v25 added +7% tokens; v26 buys ~30% of the CE wall back and funds the backbone-at-1024 axis (eurolineage). SMOKE PASSED 2026-08-25 in the shipping image (twirlz/ecup26-matching:1.0, CPU, tools/smoke_ce_v26.py): max |v26-v25| = 3.13e-07 (CE-1 full pass) and 4.77e-07 (CE-2 on-band) on identical pairs; cascade NaN-contract exact; TOKENIZER_THREADS=8 rerun bit-stable to 1e-6; verify_sortkey proved batches byte-equal to the tokenizer's own padded output (10.2% padding saved even on toy texts; 41.6% on the real catalog at 1024). READY FOR THE HUMAN'S SLOT. Expected board delta ~0 +- null; the payoff is timing margin + the freed budget for eurolineage. BOARD 2026-08-25: v26 = 0.5213519606588966 vs v25 0.5213854511693545 = -0.0000335 -- PARITY at public-set bit-noise level, the invariance gate confirmed by the grader itself. v25 stays the nominal score champion by 0.00003; the CONTAINER LINE moves to v26 (identical score, ~30% less CE wall-clock, wider private margin). All future builds base on v26."
mlmhead,2026-08-25,max,backbone,"MLM Stage-0 isolation AT THE HEAD: ckpt-m0mmb vs raw mmBERT-base through the identical Stage-B-only recipe (t147mlm vs t146base, queue53)","human-val 73,131 pairs, paired arms, same recipe/seed/split/box",+0.0057 at ep1 (+0.0101 at ep0),1 pair,run-to-run null 0.0007,ACCEPT,/marimo/t146base.log /marimo/t147mlm.log; box_queue53.sh,"scope: ACCEPTS 'MLM Stage 0 helps the head DIRECTLY' at ZERO Stage A -- t146base 0.7644/0.7812, t147mlm 0.7745/0.7869; the ep1 gap is 8x the null and shrinks from ep0's +0.0101, so Stage B alone erodes but does not absorb it. It does NOT settle oleg's mlmpre, whose registered mandatory read is AFTER Stage A (washout is REVISIT, not REJECT, by his rule). That read is funded and running: see mlmab. The 150-min m0mmb was the cheapest stage of the whole scheme and is the first curriculum stage to read POSITIVE after B (t135cont -0.0295), C (t144stagec -0.0055) and the A dose saturation all read flat-to-negative."
mlmab,2026-08-25,max,backbone,"MLM survival at Stage A -- completes the 2x2 whose no-A corners are t146base/t147mlm: t148mlmA (m0mmb -> A 1ep -> B) vs t149baseA (raw -> A 1ep -> B), recipe otherwise identical","human-val 73,131 pairs, paired arms, same recipe/seed/split/box",+0.0022,1 pair,null 0.0007,ACCEPT,box_queue55.sh + box_queue61.sh (t149baseA rerun after the box death); verdict /marimo/mlmab_verdict.txt + lane eabd42af,"RESOLVED 2026-08-26 00:5x UTC: 2x2 complete -- no-A raw 0.7812 / mlm 0.7869 (+0.0057), +A raw 0.8036 / mlm 0.8058 (+0.0022). DECISION NUMBER +0.0022 > +0.0007 null -> MLM SURVIVES Stage A; ~40% of the head-start survives the llm epoch (attenuated, not washed). Stage-A effect raw +0.0224 / mlm +0.0189. VALID LOCAL READ: paired at EQUAL dose, backbone-init axis, not the mix axis. NEXT per prereg: fund the champion-lineage Stage-0 integration (m0mmb-style MLM under the full champion recipe). SLOT DISCIPLINE unchanged: t148mlmA itself stays HELD (slotgate: -0.00493@1/16 container vs 0.8058 human-val -- opposite instruments = mix-axis signature; board-only). Original prereg text follows. PRE-REGISTERED BEFORE EITHER ARM TRAINS, per oleg's mlmpre rule (the Stage-A checkpoint is his mandatory read). DECISION NUMBER = t148mlmA ep1 - t149baseA ep1: > +0.0007 ACCEPT (integrate Stage 0 into the main line and price the champion-lineage version); within +-0.0007 WASHOUT = REVISIT exactly as his row anticipates; < -0.0007 the MLM axis closes on our track. Stage-A dose = 1 llm epoch (17,187 steps), justified by stageadose's saturation at ~32k t130-steps; group-by-length 50 is shared by BOTH arms and both no-A corners, so every edge of the 2x2 moves one variable. Launched on Box A behind queue54/t138pw; ~10-14h total. INCIDENT 2026-08-25 ~12:00: BOTH arms OOM'd ~5 min into the LLM epoch (rotate_half, 94.86 GiB in use, 11.18 GiB reserved-but-unallocated). CAUSE: --group-by-length was carried from the Stage-B-only pair into arms that now run Stage A over 2.2M llm pairs -- grouped buffers cycle batch shapes short->long and the caching allocator fragments; t136sa survives the same epoch UNGROUPED on Box B. FIX: PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True (allocator policy, not a training variable -- the prereg stands unchanged). Relaunched 12:2x, ~20 min lost."
kaliveabv,2026-08-25,oleg,label-cleaning,"ВЕРДИКТ kaliveab: keep-alive против нового соединения на батч, окно 2.69 ч","коннект-отказы на реальный чекпоинт, парно внутри воркера, тайм-контроль из шести шардовых",,,,INCONCLUSIVE,"oleg/src/kalive_snap.py, scratch_logs/kalive_snap_{before,after}.json","scope: три стилера (jwB/jwC/jwD) на keep-alive против шести шардовых и ОДНОГО непропатченного стилера jwA, окно 2.69 ч, эндпоинт в состоянии контеншена. ЭФФЕКТ НЕ АТРИБУТИРУЕТСЯ ПАТЧУ, и назвал это не бар, а контроль. Пререгистрированный бар формально ВЗЯТ с запасом: kalive 0 отказов на 108 батчей против 0.500 на батч у шардов, при их ставке ожидалось бы ~54 отказа, P(0) ~ 3.5e-24. Вторичное тоже: Δ kalive +10.3/+12.1/+9.0 против нуля 4.7. НО jwA -- НЕПРОПАТЧЕННЫЙ стилер, который НЕ перезапускался -- дал ровно тот же ноль: 0 отказов на 32 батчах (при ставке шардов ожидалось бы ~16, P(0) ~ 1.1e-7). Раз контроль, совпадающий по РОЛИ, читается идентично арму, различает не патч. Различает роль: стилеры (residues 0-5) идут 11.9-14.1 бт/ч и не имеют отказов вовсе, шардовые (одна резидуя) идут 0.4-3.7 бт/ч и несут все 20 отказов; jw7 -- 5 отказов на 1 батч. Это расслоение было и ДО патча: jwA шёл 17.3 бт/ч, когда шарды шли 1.7-4.3. И второй конфаунд, встроенный в дизайн: пропатченные воркеры ПЕРЕЗАПУСКАЛИСЬ, непропатченные нет, так что рестарт и патч неразделимы. Парные числа читаются как рестарт, а не как патч: jwB/jwC/jwD до рестарта стояли на 2.0-4.3 бт/ч (по-шардовому медленно), после подскочили на 12.6-14.1 -- то есть ровно на УРОВЕНЬ jwA (11.9), а не выше него. Самое экономное чтение: три залипших воркера воскресли рестартом до уровня контроля, а keep-alive не показал ничего сверх этого. ЧТО НУЖНО, ЧТОБЫ РАЗВЕСТИ (следующий арм, если лейн этого стоит): рестарт-СОГЛАСОВАННЫЕ плечи -- один шардовый перезапускается на новый код, другой шардовый перезапускается на старый, в одну минуту; тогда рестарт есть в обоих плечах и остаётся только патч. Пока этого нет, keep-alive на остальные семь НЕ выкатывается: раскатывать недоказанное поверх флота, который сейчас работает, нечем оправдать. Патч при этом остаётся в коде и вреда не показал (0 отказов, 108 батчей) -- это REVISIT-механизм, не убитый: провал атрибуции не есть доказательство бесполезности, ровно как провал бара на принятие не есть доказательство вреда. ПОБОЧНАЯ ОПЕРАЦИОННАЯ НАХОДКА, дороже самого арма: шесть шардовых воркеров дают 0.4-3.7 бт/ч на брата против 12-14 у стилеров, то есть примерно 6/10 флота почти не вносят вклада, и все коннект-отказы живут у них. Почему роль так расслаивает пропускную -- открытый вопрос; если он решается, это больше, чем давал бы keep-alive. БАГ В СВОЁМ ЖЕ ЧИТАТЕЛЕ, найден на первом чтении и исправлен: rk=0 (ноль отказов, лучший исход) падал в `if rk` и печатался как 'НЕ прошёл'. Правило, проверяющее отношение, обязано отдельно обрабатывать нулевой знаменатель, иначе идеальный результат читается как провал."
t150euro,2026-08-25,max,backbone,"EuroBERT-210m through t146base's exact recipe (Stage B only, group-by-length 50, seed 0) -- the cheapest decisive quality read on the reopened backbone-at-1024 axis","human-val 73,131 pairs, paired vs t146base ep1 0.7812 (same recipe, Box A)","+0.0081 at ep1 (+0.0144 at ep0) vs t146base, same recipe",1,combined null ~0.0010 (run-to-run 0.0007 + cross-box 0.0003),ACCEPT,box_queue56.sh; verdict -> /marimo/euro_verdict.txt; kaggle-eurobench/,"MEASURED 2026-08-25: ep0 0.7788 / ep1 0.7893 vs t146base 0.7644/0.7812 -- +0.0081 at ep1, 8x the combined null 0.0010. The pre-registered fund-Stage-A branch (>+0.0030) fires with room to spare, and the win is DOUBLE: eurobench measured this backbone 16% FASTER at 1024 on equal hardware. Russian-coverage worry (census ratio 1.102) is answered: the tokenizer overhead does not cost quality. Funded next: t152euroA (queue58, full A+B curriculum, same recipe family as t148/t149 so euro-vs-mmBERT stays paired at Stage A too). Universe scores ce_scores_t150euro-ep1.npz exist for PARTNER pricing against the v27 shape independently of the CE-1 race. PRE-REGISTERED BEFORE THE ARM TRAINS. Branches on ep1 - 0.7812: > +0.0030 fund Stage A on this lineage (it is ALSO 16% faster, so a win here is a double win); +0.0010..0.0030 fund cautiously; within +-0.0010 PARITY still matters -- 16% cheaper at equal quality prices it as a cross-family PARTNER (the v25 cascade partner is a bge whose lineage ceiling we hit); < -0.0010 close eurolineage scoped to 210m. Runs in venv457 (transformers==4.57.3, system site-packages) via the new env-gated ECUP_TRUST_REMOTE=1 in train_ce.py -- every existing recipe byte-identical when unset. Queue preflights the remote-code load on CPU BEFORE waiting for the GPU, so a load failure surfaces in minutes, not at 3am."
o-llmqwenuy2,2026-08-25,oleg,label-cleaning,"ecup26-oleg-llm-qwenuy v2: пересобран по ДОЕХАВШИМ категориям -- Обувь добавлена, частичная Одежда убрана",none (artifact transport),,,,LANDED,"kaggle:smirnolegov/ecup26-oleg-llm-qwenuy v2, handoff/issue_llmqwenuy_for_max.md","Правило включения переписано по просьбе человека и оно ЛУЧШЕ прежнего: в пул идут только категории, чья очередь ЗАКРЫТА (порог 98% от 12,000). v1 брал Ювелирные (100%) плюс Одежду на 13%, то есть внутри ОДНОЙ категории доза была неоднородной -- часть пар исправлена, часть нет, и любой пер-категорийный read по Одежде смешивал бы два режима. v2 держит Обувь 11,993 и Ювелирные 11,999 = 23,992 строки (0.21% пула, вдвое больше дозы v1), Одежда (2,700 = 22.5%) ждёт своей очереди и войдёт в v3. Сверка та же и снова чистая: 100.000% судейских пар в пуле, old_target против target пула max|Δ| = 0. Сдвиг: Обувь mean 0.114->0.286, сторону меняет 16.1%; Ювелирные 0.145->0.325, 22.2%. Обе категории судья тянет ВВЕРХ, и обе -- те, где o-judge4 дал ему лучшие пер-категорийные читки на hold (Обувь +0.0333, Ювелирные +0.0093). Предупреждения из o-llmqwenuy держатся все три и не смягчаются объёмом: правило в файле ЖЁСТКОЕ (t'=t_judge), а v16qprereg держит PRIMARY блендом 0.5/0.5 -- это разные армы; доза 0.21% требует обогащённого драва, иначе нуль по построению (v16power); license check открыт. СИГНАЛ КОМАНДЕ НЕ ОТПРАВЛЕН, и это ограничение среды, а не забывчивость: `gh` на машине не установлен, GitHub-токена в .secrets.json нет (там только HF/Kaggle/ND), GitHub-MCP требует OAuth, недоступный в неинтерактивной сессии. SSH к git работает -- поэтому пуш идёт, -- но issue по SSH не создаются. Текст issue лежит готовым в handoff/issue_llmqwenuy_for_max.md с фронтматтером (title/assignee/labels), открыть -- одна команда, когда появится gh или токен."
alexpartner,2026-08-25,max,blend,"alex's bge_curriculum_stage_b (LB 0.4953, exact-LLM 1M + human/replay curriculum) priced as the v26 CE-2 partner -- the most lineage-diverse bge we have access to","container-shape paired read on the leak-free slice, 16 splits (the crosstrack/ce2paired machinery)",,,,QUEUED,handoff/alex_bge_confident_curriculum_stage_b.md; github issue #1,"PRE-REGISTERED BEFORE THE ARTIFACT ARRIVES (blocked on issue #1: checkpoint as a Kaggle dataset, or scores over universe_view.parquet). BAR: ACCEPT iff the container-shape paired delta of v26-with-alex-bge-as-CE-2 over v26-as-shipped clears +0.006 at >= 12/16 splits; cascade share re-fit allowed per cascadeimpl; gates measure MARGINAL value in-container per verdict discipline, never standalone accuracy. WHY FUNDABLE: crosstrack measured oleg's independently-trained bge@256 as our best CE-2 (+0.00342) and alex's curriculum diverges MORE (Stage A on 1M target-exactly-0/1 LLM rows + 3:1 human:replay alternation vs our pooled soft labels); weight-space-vs-score-space says diversity lives in outputs, and his outputs come from a genuinely different training path. His text template and attr cleaning are byte-identical to score_ckpt.py's, so scoring our universe needs zero adaptation. His human ruler 0.7592 is on HIS split_v1 (73,136 pairs), not ours (73,131) -- never compare those two numbers directly."
